,ID,POS,NEG,Lemme,Definicija
250,ENG30-00462116-n,0.0,0.25,runda,period igre u bejzbolu tokom kojeg svaka ekipa ima svoj red na palici
251,ENG30-15239579-n,0.0,0.125,"sezona,doba",period godine koji označavaju posebni događaji ili aktivnosti u nekom polju
252,ENG30-15269513-n,0.0,0.125,"interval,vremenski interval",period vremena koji ograničavaju dva trenutka
253,ENG30-15273626-n,0.0,0.5,"dremež,san",period vremena koji se provede spavajući
254,ENG30-10320863-n,0.0,0.0,ministar,osoba postavljena na visoko mesto u vladi
255,ENG30-09777012-n,0.0,0.5,"posrednik,mešetar",poslovni čovek koji kupuje ili prodaje za drugog u zamenu za proviziju.
256,ENG30-10271216-n,0.0,0.0,"stražar,osmatrač,motrilac",osoba zadužena da pazi da li se nešto zbiva
257,ENG30-09882007-n,0.0,0.0,"biznismen,poslovni čovek",osoba uključena u trgovačke ili industrijske poslove
258,ENG30-10054657-n,0.0,0.0,poslodavac,osoba ili firma koja zapošljava radnike
259,ENG30-09629752-n,0.0,0.0,putnik,osoba koja menja mesto
260,ENG30-10103485-n,0.0,0.125,"stranac,neznanac,tuđinac",osoba koja dolazi iz strane zemlje
261,ENG30-10444194-n,0.0,0.0,"pesnik,poeta,versifikator,stihotvorac",osoba koja piše stihove
262,ENG30-10541833-n,0.125,0.0,građanska vlast,osoba koja ima nadležnost nad građanskim poslovima
263,ENG30-10547145-n,0.25,0.0,"svetac,svetitelj",osoba koja je umrla i proglašena za sveca procesom kanonizacije
264,ENG30-10388440-n,0.0,0.0,"gospodar,vlastelin",osoba koja ima opštu vlast nad drugima
265,ENG30-10476086-n,0.0,0.0,"zatočenik,zarobljenik",osoba koja je zatvorena; posebno ratni zarobljenik
266,ENG30-09945905-n,0.125,0.0,drug,osoba koja je često u društvu druge
267,ENG30-09632274-n,0.0,0.0,"nestručnjak,laik",osoba kojoj nedostaje tehnička obuka
268,ENG30-10352299-n,0.0,0.0,"sused,komšija",osoba koja živi (ili je smeštena) blizu druge
269,ENG30-09622302-n,0.125,0.125,"ljubavnik,ljubavnica",osoba koja voli ili je voljena
270,ENG30-10284064-n,0.0,0.0,tvorac,osoba koja pravi stvari
271,ENG30-09625401-n,0.125,0.0,"podanik,državljanin",osoba koja duguje pokornost toj naciji
272,ENG30-09615807-n,0.0,0.0,"egzaktni naučnik,inženjer,tehnolog",osoba koja koristi naučno znanje da reši praktične probleme
273,ENG30-10042845-n,0.375,0.0,"ekscentrik,osobenjak",osoba sa neobičnom ili čudnom ličnošću
274,ENG30-10379620-n,0.0,0.375,protivnik,Takmičar protiv koga se borite.
275,ENG30-10533013-n,0.0,0.0,"izazivač,suparnik,rival,konkurent","osoba, grupa, ekipa, firma itd. koja se nadmeće ili takmiči"
276,ENG30-10640620-n,0.0,0.375,"supružnik,partner,drug",nečiji bračni drug
277,ENG30-11480698-n,0.0,0.375,"mehanički fenomen,mehanička pojava",fizička pojava povezana sa ravnotežom ili kretanjem predmeta
278,ENG30-11449002-n,0.0,0.5,"električni fenomen,električna pojava",fizička pojava koja uključuje elektricitet
279,ENG30-11490638-n,0.0,0.5,"optički fenomen,optička pojava",fizički fenomen koji je povezan sa svetlom ili ga uključuje
280,ENG30-03925226-n,0.0,0.375,"slajd,dijapozitiv,fotografija",slika osobe ili prizora u štampanom ili providnom obliku; snimljena kamerom na fotoosetljivom materijalu
281,ENG30-03897943-n,0.125,0.0,"zakrpa,krpa",komad tkanine koji se koristi za ukras ili da zakrpi ili pokrije rupu
282,ENG30-02818832-n,0.0,0.0,"krevet,postelja",komad nameštaja koji služi za spavanje
283,ENG30-03179701-n,0.0,0.125,radni sto,komad nameštaja sa površinom za pisanje i obično ladicama i drugim pregracima
284,ENG30-08633957-n,0.0,0.125,luka,mesto (vazdušna ili morska) gde ljudi i roba mogu da uđu ili izađu iz zemlje
285,ENG30-03302487-n,0.0,0.375,berza,mesto za kupovinu i prodaju; otvoreno samo za članove
286,ENG30-04053218-n,0.0,0.375,"strelište,poligon",mesto za ispaljivanje (lansiranje ili navođenje) raznih vrsta projektila
287,ENG30-03455033-n,0.0,0.5,"grob,raka","mesto za ukop leša (posebno ispod zemlje, označeno grobnim kamenom)"
288,ENG30-05625879-n,0.0,0.25,zamišljeno mesto,mesto za koje se tvrdi da postoji u verskim ili književnim spisima
289,ENG30-08639058-n,0.0,0.5,"luka,pristanište",mesto gde brodovi mogu da ukrcavaju ili iskrcavaju tovar
290,ENG30-03177349-n,0.0,0.25,spremište,mesto gde stvari mogu da se ostave na čuvanje
291,ENG30-08649345-n,0.0,0.25,strana,mesto unutar zone koje se identifikuje kao relativno u odnosu na centar
292,ENG30-13886371-n,0.0,0.5,parabola,prosta krivulja koja se dobija presekom konusa okomito na bazu
293,ENG30-11553419-n,0.0,0.0,"divljaka,divljakinja","biljka prvobitno uzgajana, ali sada divlja"
294,ENG30-13121544-n,0.0,0.0,"vodena biljka,hidrofite","biljka koja delimično ili u celosti raste u vodi, bilo da je ukorenjena u blatu, kao lotus, ili da pluta bez korena, kao vodeni zumbul"
295,ENG30-02777734-n,0.0,0.5,"balkon,terasa",platforma koja je isturena iz zida zgrade i okružena balustradom ili ogradom ili zidom
296,ENG30-07520112-n,0.375,0.0,"drhtaj,treptaj,ushit",ugodan osećaj straha
297,ENG30-03417345-n,0.0,0.0,"vrt,bašta",komad zemlje gde se uzgajaju biljke
298,ENG30-08521816-n,0.0,0.375,"centar,središte,sredina",tačka jednako udaljena od krajeva linije ili završetaka lika
299,ENG30-08520401-n,0.0,0.375,nebeska tačka,tačka na nebu
300,ENG30-08494987-n,0.0,0.125,"apeks,solarni apeks","tačka na zamišljenoj sferi naspram koje izgleda da se nebeska tela projektuju, a prema kojoj izgleda da se sunce pomera"
301,ENG30-13873213-n,0.0,0.125,presek,tačka ili skup tačaka zajedničkih za dve ili više geometrijskih konfiguracija
302,ENG30-03773035-n,0.0,0.125,"ogledalo,zrcalo",uglačana površina koja stvara slike odbijajući svetlo
303,ENG30-10243137-n,0.0,0.5,dama,uljudno ime za bilo koju ženu
304,ENG30-08361329-n,0.0,0.375,"demokratija,republika",politički sistem u kome vlada narod ili njegovi predstavnici
305,ENG30-08050385-n,0.0,0.5,političko telo,politički organizovana celina
306,ENG30-13883885-n,0.0,0.5,poliedar,telo omeđeno poligonima
307,ENG30-13914837-n,0.0,0.625,piramida,poliedar sa poligonom u osnovi i trougaonim stranama sa zajedniÄkim vrhom
308,ENG30-03964495-n,0.0,0.5,ogradica,prenosiva ograda u kojoj se mogu ostaviti bebe da se igraju
309,ENG30-08584449-n,0.0,0.0,skrovište,mesto pogodno da nešto sakrije (kao osobu)
310,ENG30-04411264-n,0.0,0.25,šator,prenosivi zaklon (obično od platna razapetog preko kolaca i pričvršćenog za zemlju pomoću užadi i klinova)
311,ENG30-13252973-n,0.0,0.375,preneseno vlasništvo,posed čije vlasništvo se promeni ili istekne
312,ENG30-03113152-n,0.0,0.5,"šminka,kozmetika",sredstvo napravljeno da ulepša telo
313,ENG30-03040587-n,0.875,0.0,"sredstvo za čišćenje,čistač",preparat koji se koristi za čišćenje nečega
314,ENG30-13599348-n,0.0,0.5,kvota,propisani broj
315,ENG30-05926676-n,0.0,0.125,"predstava,unutrašnja predstava,unutarnja predstava,mentalna predstava",predstava u umu u obliku ideje ili slike
316,ENG30-13937284-n,0.0,0.375,"zatvor,tamnica",situacija nalik na zatvor; mesto prividnog zatočeništva
317,ENG30-13497135-n,0.0,0.25,"povećanje,uvećanje,rast",proces povećavanja
318,ENG30-13458571-n,0.0,0.25,umanjenje,proces umanjivanja
319,ENG30-13465530-n,0.0,0.25,difuzija,proces mešanja molekula kao rezultat slučajnog toplotnog uzbuđivanja
320,ENG30-00796767-n,0.0,0.125,"čedo,luče",projekat od ličnog interesa za nekoga
321,ENG30-05849789-n,0.0,0.5,obeležje,istaknuti aspekat nečega
322,ENG30-05044528-n,0.0,0.0,vremensko svojstvo,svojstvo vezano za vreme
323,ENG30-08310949-n,0.0,0.125,"veće,savet",Telo koje služi u administrativnom svojstvu.
324,ENG30-03546766-n,0.0,0.5,kućište,zaštitna obloga za mehanički deo
325,ENG30-01168369-n,0.125,0.125,neposredna akcija,protestna akcija radničkih i manjinskih grupa u cilju ispunjenja zahteva
326,ENG30-14392318-n,0.0,0.0,megalomanija,psihičko stanje koje karakterišu iluzije o veličini
327,ENG30-03993703-n,0.0,0.375,prihvatilište za pse,javno sklonište za pse lutalice ili neregistrovane pse
328,ENG30-09769636-n,0.0,0.0,sudija,osoba koja prosuđuje
329,ENG30-10225219-n,0.0,0.25,"sudija,magistrat",javni službenik ovlašćen da odlučuje o pitanjima koja se iznose pred sud
330,ENG30-05861067-n,0.0,0.125,"iznos,suma,zbir",količina dobijena sabiranjem
331,ENG30-13740168-n,0.0,0.0,"ništa,nula,ič,ništica,ništavilo,tričarija",količina bez ikakve važnosti
332,ENG30-07464083-n,0.0,0.5,štafeta,trka između timova; svaki član trči ili pliva deo staze
333,ENG30-07460104-n,0.0,0.375,"trka,utrka",takmičenje u trkanju po zemlji
334,ENG30-06514093-n,0.0,0.375,"hronika,letopis,istorija",zabeleška ili pripovedni opis prošlih događaja
335,ENG30-08642145-n,0.0,0.125,blok,pravougaona zona u gradu okružena ulicama koja obično sadrži nekoliko zgrada
336,ENG30-07954014-n,0.0,0.0,blok,broj ili količina sa kojom se postupa kao sa jedinicom
337,ENG30-15239292-n,0.0,0.25,praznični period,određeno vreme obeleženo velikim praznicima
338,ENG30-01225997-n,0.0,0.375,"korpa,leđa",odbijanje da prepoznate nekoga koga znate
339,ENG30-08653474-n,0.0,0.5,vakuum,zona lišena materije
340,ENG30-13783581-n,0.0,0.375,matematička relacija,odnos između matematičkih izraza (kao jednakost ili nejednakost)
341,ENG30-13841213-n,0.0,0.125,"recipročnost,reciprocitet,uzajamnost",odnos uzajamne zavisnosti ili delovanja ili uticaja
342,ENG30-13931436-n,0.0,0.375,"veza,romansa",odnos između dvoje ljubavnika
343,ENG30-13931765-n,0.25,0.125,"seksualni odnos,polni odnos",odnos koji uključuje polnu prisnost
344,ENG30-02808440-n,0.125,0.0,kada,relativno velik otvoren sud koji se puni vodom i koristi za pranje tela
345,ENG30-09449510-n,0.0,0.25,traka,relativno dug i uzak komad nečega
346,ENG30-09284589-n,0.0,0.125,"arheološki ostatak,fosil",ostatak ili otisak biljke ili životinje koja je postojala u prošlom geološkom razdoblju
347,ENG30-07223170-n,0.0,0.5,"komentar,ogovaranje,trač",vest (često zlonamerna) o radnjama drugih ljudi
348,ENG30-03335600-n,0.0,0.375,"statua,kip",predstava telesnog oblika (posebno osobe)
349,ENG30-03777283-n,0.0,0.5,"model,simulacija",predstava nečega; obično u manjim razmerama
350,ENG30-07190693-n,0.0,0.5,"poziv,poruđbina,narudžba",jedan zahtev
351,ENG30-13358549-n,0.0,0.25,"fond,sredstva",rezerva novca ostavljena na stranu za neku svrhu
352,ENG30-03249342-n,0.0,0.5,"apoteka,drogerija",trgovina na malo gde se prodaju lekovi i drugi artikli
353,ENG30-00163406-n,0.0,0.0,"preokret,izmena",promena ponašanja ili principa ili tačke gledišta
354,ENG30-05235879-n,0.0,0.125,rebro,rebroliki deo koji podupire ili ojačava životinju ili biljku
355,ENG30-03533972-n,0.0,0.0,"alka,karika,prsten",čvrsti okrugli pojas od metala ili drveta ili drugog materijala koji se koristi za drxanje ili vezivanje ili vešanje ili vuču
356,ENG30-03244388-n,0.0,0.375,kućni prilaz,put koji vodi do privatne kuće
357,ENG30-02807731-n,0.0,0.5,"kupatilo,kupaonica",prostorija (u nastambi) koja sadrži kadu ili tuš i obično lavabo i toalet
358,ENG30-03619890-n,0.0,0.5,kuhinja,prostorija opremljena za spremanje jela
359,ENG30-03660909-n,0.0,0.5,biblioteka,prostorija gde se drže knjige
360,ENG30-08643933-n,0.0,0.25,"utočište,pribežište",sigurno mesto
361,ENG30-00143251-n,0.0,0.375,"ponovno ispitivanje,preispitivanje",drugo (ili sledeće) ispitivanje
362,ENG30-00533922-n,0.0,0.375,plesni koraci,niz pokreta stopala koji sačinjavaju neki ples
363,ENG30-08459648-n,0.0,0.375,"niz,sled,lanac",uzastopno poređan skup stvari ili događaja ili ideja u kome je svaki naredni član povezan sa prethodnim
364,ENG30-00798245-n,0.125,0.0,"kampanja,pohod",niz dela koji teži određenom cilju
365,ENG30-09240621-n,0.0,0.5,"lanac,hemijski lanac",niz povezanih atoma (obično u organskom molekulu)
366,ENG30-09403734-n,0.0,0.5,"lanac,venac",niz planina
367,ENG30-00768701-n,0.0,0.25,krvni delikt,težak zločin
368,ENG30-08266235-n,0.0,0.0,"tabela,tablica",skup podataka složen u redove i stupce
369,ENG30-04350905-n,0.0,0.0,"odelo,garnitura","skup odevnih predmeta za nošenje na otvorenom, iste tkanine i boje"
370,ENG30-07985223-n,0.0,0.0,par,skup od dve slične stvari koje se smatraju jednim predmetom
371,ENG30-13862282-n,0.0,0.375,prirodan oblik,oblik koji su stvorile prirodne sile; ne nastaje ljudskom rukom
372,ENG30-13864763-n,0.0,0.0,uglat oblik,oblik koji ima jedan ili više oštrih uglova
373,ENG30-13867276-n,0.0,0.25,"iskrivljen oblik,iskrivljenje",oblik koji potiče od krivljenja
374,ENG30-13864965-n,0.0,0.25,"konkavan oblik,udubljenje",oblik koji se krivi prema unutrašnjosti
375,ENG30-13865483-n,0.0,0.125,okrugao oblik,oblik koji je zakrivljen i bez oštrih uglova
376,ENG30-13901585-n,0.0,0.375,"zrnce,perla,zrno",oblik koji je malen i okrugao
377,ENG30-03816136-n,0.0,0.375,igla,oštar zašiljen instrument (obično od čelika)
378,ENG30-07379409-n,0.0,0.25,cvrkut,oštar zvuk koji proizvode male ptice ili insekti
379,ENG30-06256229-n,0.0,0.25,strana,list bilo kavog pisanog ili štampanog materijala
380,ENG30-04309348-n,0.0,0.375,parobrod,brod koji pogoni jedna ili više parnih mašina
381,ENG30-07395623-n,0.0,0.5,"škripa,pisak",kratka prodorna buka
382,ENG30-06892016-n,0.0,0.375,"predstava,nastup,šou",kratko pozorišno izvođenje koje je deo dužeg programa
383,ENG30-07307477-n,0.0,0.25,"događaj,incident",jedan poseban događaj
384,ENG30-10203839-n,0.0,0.25,individua,jedan organizam
385,ENG30-13937075-n,0.0,0.5,"slika,scena",situacija koja se tretira kao osmotriv predmet
386,ENG30-13129165-n,0.0,0.0,"peteljka,stabljika",tanka ili izdužena struktura koja drži biljku ili gljivu ili deo ili organ biljke
387,ENG30-03767745-n,0.0,0.5,minaret,uski toranj sa balkonima
388,ENG30-14055408-n,0.0,0.0,"tegoba,boljka",lak ali često stalan telesni poremećaj ili bolest
389,ENG30-04504486-n,0.0,0.125,"slog,slovo",mali metalni blok koji nosi ispupčeno slovo na jednom kraju; daje štampano slovo kada se zamasti i pritisne na papir
390,ENG30-09397607-n,0.0,0.125,"lokva,barica",mala količina stajaće vode (kišnice) ili druge tečnosti
391,ENG30-06807056-n,0.0,0.5,"prsa,dlaka",mala razdaljina (za dlaku)
392,ENG30-03180504-n,0.0,0.25,razarač,mali brzi lako oklopljen ali teško naoružan ratni brod
393,ENG30-03308297-n,0.0,0.5,"ušica,uši",mala rupa ili uzica (kao kod igle)
394,ENG30-08310389-n,0.0,0.125,"sastanak,druženje",mali neformalni društveni skup
395,ENG30-05821775-n,0.0,0.0,"uzorak,mustra","uzorak :3, mustra :1 mali deo neÄega koji se shvata kao predstavnik celine"
396,ENG30-03972524-n,0.0,0.25,džep,mali pregradak u odeći za nošenje malih predmeta
397,ENG30-13771404-n,0.0,0.0,"kap,kapljica",mala količina tečnosti
398,ENG30-03942126-n,0.0,0.375,jastuče za igle,mali tvrdi jastuk u koji se zabadaju igle spremne za upotrebu
399,ENG30-09415938-n,0.25,0.375,"rečica,potočić",mali vodotok
400,ENG30-08372411-n,0.0,0.25,pleme,društvena grupa (obično pre pojave pisma)
401,ENG30-08288753-n,0.0,0.25,potkultura,društvena grupa unutar nacionalne kulture koja ima svojstvene obrasce ponašanja i verovanja
402,ENG30-03151500-n,0.0,0.5,jastuk,mekana vreća napunjena vazduhom ili ispunom kao što su perje ili sunđer
403,ENG30-03130563-n,0.0,0.5,krep,mekano tanko lagano platno sa hrapavom površinom
404,ENG30-13865298-n,0.0,0.5,valjak,geometrijsko telo omeđeno cilindričnom površinom i dvema paralelnim ravninama (osnovama)
405,ENG30-14883206-n,0.0,0.0,kristal,čvrsto telo koje se formira učvršćivanjem hemijske supstance i ima veoma pravilnu atomsku strukturu
406,ENG30-05687338-n,0.0,0.375,problem,izvor teškoća
407,ENG30-04061969-n,0.0,0.375,"niša,kutak",uvučen ili udubljen prostor
408,ENG30-15228910-n,0.0,0.375,"doba,vreme",poseban i pamćenja dostojan period
409,ENG30-07486229-n,0.125,0.0,"želja,prohtev",poseban osećaj žudnje
410,ENG30-00732746-n,0.125,0.0,"prekršaj,prestup",aktivnost kojom se krši moralna ili pravna norma
411,ENG30-00747029-n,0.0,0.625,porok,poseban oblik sagrešenja
412,ENG30-04243370-n,0.0,0.375,prorez,mali procep (kao za ubacivanje novčića ili ostavljanje pošte)
413,ENG30-08615810-n,0.0,0.375,"parking,parkiralište",prostor gde može da se parkira automobil
414,ENG30-02779435-n,0.25,0.0,lopta,okrugao predmet koji se koristi kao igračka
415,ENG30-07464725-n,0.0,0.5,turnir,sportsko nadmetanje u kome takmičari igraju niz utakmica da odluče pobednika
416,ENG30-08656893-n,0.0,0.375,stanica,tačka gde nešto zastaje ili pravi predah
417,ENG30-03485794-n,0.125,0.0,maramica,četvrtast komad platna koji se koristi za brisanje očiju ili nosa ili kao dodatak kompletu
418,ENG30-14450540-n,0.0,0.125,"oskudica,oskudnost",stanje stvoreno nedostatkom novca i kredita
419,ENG30-05700793-n,0.375,0.0,"sanjarija,maštarija,fantazija",stanje duboke obuzetosti
420,ENG30-05680193-n,0.0,0.0,koma,stanje duboke i često produžene nesvesti; obično rezultat bolesti ili povrede
421,ENG30-14440137-n,0.0,0.0,"sramota,ljaga",stanje obeščašćenja
422,ENG30-04732852-n,0.0,0.0,milost,stanje posvećenja od Boga
423,ENG30-06628861-n,0.0,0.375,"potvrda,priznanje",izjava koja nekome ili nečemu odaje priznanje
424,ENG30-06636259-n,0.0,0.375,činjenica,izjava ili tvrdnja sa proverenim informacijama o nečemu što se događa ili se dogodilo
425,ENG30-06765044-n,0.0,0.0,"komentar,primedba",izjava koja izražava lićno mišljenje ili uverenje
426,ENG30-06724763-n,0.25,0.0,opis,izjava koja predstavlja nešto rečima
427,ENG30-09246464-n,0.125,0.25,"litica,greben",strmi visoki obronak ili stena
428,ENG30-14429885-n,0.0,0.375,klasa,stepen na nekoj skali
429,ENG30-05829480-n,0.0,0.75,negativni stimulans,stimulans sa nepoželjnim posledicama
430,ENG30-09230768-n,0.0,0.25,"kamen,kamenac",kamen koji nastaje stvrdnjavanjem mineralnih soli; nalazi se u šupljim organima ili kanalima tela
431,ENG30-03126090-n,0.0,0.0,"stega,spona",metalna traka sa krajevima savijenim pod pravim uglom; koristi se za spajanje građevinskog materijala
432,ENG30-03984381-n,0.0,0.375,trem,struktura dodata spoljnoj strani kuće koja često obrazuje natkriveni ulaz
433,ENG30-05397178-n,0.0,0.0,vaskularna struktura,struktura sačinjena od ili koja sadrži krvne sudove
434,ENG30-03743902-n,0.0,0.25,spomenik,struktura podignuta da podseća na ličnosti i događaje
435,ENG30-03390983-n,0.0,0.0,okvir,struktura koja podržava ili sadrži nešto
436,ENG30-04460130-n,0.0,0.375,"toranj,kula",struktura viša od svog prečnika; može da stoji sama ili da se priključi većoj građevini
437,ENG30-04105068-n,0.25,0.0,krov,Struktura koja prekriva ili čini vrh građevine
438,ENG30-05462674-n,0.0,0.0,nervna struktura,struktura koja je deo nervnog sistema
439,ENG30-03171356-n,0.25,0.0,"bedem,linija odbrane",struktura koja se koristi za odbranu
440,ENG30-05840188-n,0.375,0.5,tip,potpodela neke vrste stvari
441,ENG30-14890659-n,0.375,0.0,"mazivo,podmazivač",tvar sposobna da smanji trenje čineći površine glatkim ili klizavim
442,ENG30-14940100-n,0.0,0.0,"tečnost,tekućina","tvar u tečnom agregatnom stanju koja nema utvrđen oblik, ali ima utvrđenu zapreminu"
443,ENG30-14821043-n,0.0,0.375,provodnik,"tvar koja dobro provodi, na primer, elektricitet i toplotu"
444,ENG30-03304730-n,0.0,0.375,eksploziv,tvar koja trpi brzu hemijsku promenu (uz proizvodnju gasa) kada se zagreje ili udari
445,ENG30-14702416-n,0.0,0.25,lepak,tvar koja sjedinjuje ili veže
446,ENG30-03875218-n,0.25,0.0,"boja,farba",tvar koja se koristi kao premaz u cilju zaštite ili ukrasa površine
447,ENG30-14934031-n,0.375,0.0,kvasac,tvar koja se koristi da proizvede vrenje u testu ili tečnosti
448,ENG30-00043902-n,0.0,0.125,pogodak,uspešan udarac u atletskom takmičenju (posebno u bejzbolu)
449,ENG30-07477945-n,0.0,0.125,"kolaps,krah,slom",iznenadan velik pad u poslovanju ili cenama akcija (posebno onaj koji uzrokuje dodatne probleme)
450,ENG30-07376257-n,0.0,0.5,"lupa,tresak,prasak",iznenadna veoma jaka buka
451,ENG30-07435273-n,0.0,0.25,izbijanje,iznenadno žestoko spontano javljanje nepoželjnog uslova
452,ENG30-02726305-n,0.0,0.375,stan,skup prostorija obično na jednom spratu stambene kuće
